Batch,Department,Semester,Course Number,Course Name,L,T,E,P,O,Credits,Category
2024,BE,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,BE,2,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2024,BE,3,MAE,"2 Mathematics Elective (from MA basket)",3,0,0,0,6,9,S
2024,BE,3,HSE,"1 Humanities Elective 1",3,0,0,0,6,9,H
2024,BE,3,AM1101,"Engineering Mechanics",3,1,0,0,6,10,E
2024,BE,3,BT2011,"Microbiology and Biochemistry",3,0,0,0,6,9,P
2024,BE,3,BT2020,"Numerical methods for biology",2,1,0,0,6,9,P
2024,BE,3,MS,"Entrepreneurship",3,0,0,0,6,9,M
2024,BE,4,HSE,"2 Humanities Elective 2",3,0,0,0,6,9,H
2024,BE,4,BT2041,"Principles of Bioprocess Engineering",3,0,0,0,6,9,P
2024,BE,4,BT3011,"Molecular Biology and Genetic Engineering",3,0,0,0,6,9,P
2024,BE,4,BT2080,"Programming for Biology",2,0,0,3,6,11,C
2024,BE,4,EE1101,"Signals and Systems",3,1,0,0,6,10,E
2024,BE,4,BT3111,"Biological Engineering Laboratory 1",0,0,0,6,2,8,P
2024,BE,5,BT5031,"Thermodynamics in Biochemical Engineering",3,1,0,0,6,10,P
2024,BE,5,BT5061,"Cellular Engineering",3,0,0,0,6,9,P
2024,BE,5,BT5051,"Transport Phenomena in Biological Systems",3,1,0,0,6,10,P
2024,BE,5,BT3040,"Bioinformatics",2,0,0,3,6,11,P
2024,BE,5,BT3041,"Analysis and Interpretation of Biological Data",2,1,0,0,6,9,P
2024,BE,5,BT3121,"Biological Engineering Laboratory 2",0,0,0,6,2,8,P
2024,BE,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,BE,6,PE1,"Professional Elective 1",3,0,0,0,6,9,P
2024,BE,6,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,BE,6,UA,"Unallocated credits",0,0,0,0,0,18,UA
2024,BE,7,HSE,"3 Humanities Elective 3",3,0,0,0,6,9,H
2024,BE,7,BT5011,"Biomaterials Engineering",3,0,0,0,6,9,P
2024,BE,7,BT4111,"Cell, Tissue, and Biomaterials Engineering Lab",0,0,0,6,2,8,P
2024,BE,7,PE3,"Professional Elective 3",3,0,0,0,6,9,P
2024,BE,7,PE4,"Professional Elective 4",3,0,0,0,6,9,P
2024,BE,8,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2024,BE,8,UA,"Unallocated credits",0,0,0,0,0,39,UA
2024,CH,1,MA1101,"Functions of Several Variables",3,1,0,0,6,10,S
2024,CH,1,CH1100,"Fundamentals of Thermodynamics",3,1,0,0,6,10,E
2024,CH,1,AM1100,"Engineering Mechanics",3,1,0,0,6,10,E
2024,CH,1,BT1010,"Life Sciences",3,0,0,0,6,9,S
2024,CH,1,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2024,CH,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2024,CH,1,GN1101,"Life Skills 1",0,0,0,0,4,4,G
2024,CH,1,ID1300,"Recreation Course",0,0,0,2,0,2,G
2024,CH,1,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CH,2,MA2XXX,"Mathematics (Elective Basket)",3,0,0,0,6,9,S
2024,CH,2,PH1010,"Physics I",3,1,0,0,6,10,S
2024,CH,2,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2024,CH,2,CH1020,"Principles & Calculations in Chemical Engineering",3,1,0,0,6,10,P
2024,CH,2,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2024,CH,2,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2024,CH,2,WS1302,"Workshop-II",0,0,0,3,0,3,E
2024,CH,2,GN1102,"Life Skills 2",0,0,0,0,2,2,G
2024,CH,2,ID1300,"Recreation Course",0,0,0,2,0,2,G
2024,CH,2,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CH,3,CH2061,"Computational Techniques",3,1,0,0,6,10,C
2024,CH,3,EE1100,"Basic Electrical Engineering",3,1,0,0,6,10,E
2024,CH,3,CH2010,"Chemical Engineering Thermodynamics",3,1,0,0,6,10,P
2024,CH,3,CH2012,"Continuum Mechanics & Transport Phenomena",3,1,0,0,6,10,P
2024,CH,3,CH2013,"Computational Programming & Process Simulation Lab",1,0,0,2,2,5,C
2024,CH,3,MXXXX,"Management Elective",3,0,0,0,6,9,M
2024,CH,4,CH2014,"Fundamentals of Heat & Mass Transfer",3,1,0,0,6,10,P
2024,CH,4,CH2015,"Fluid and Particle Mechanics",3,1,0,0,6,10,P
2024,CH,4,CH2016,"Thermodynamics Lab",0,0,0,3,2,5,P
2024,CH,4,CY2010,"Kinetics and Catalysis",3,0,0,0,6,9,S
2024,CH,4,PE1,"Professional Elective 1",3,0,0,0,6,9,P
2024,CH,4,HSE/ME,"Humanities Elective/Management Elective",3,0,0,0,6,9,H/M
2024,CH,4,FE1,"Free Elective 1",3,0,0,0,6,9,UA
2024,CH,5,CH3010,"Chemical Reaction Engineering",3,1,0,0,6,10,P
2024,CH,5,CH3030,"Applications of Mass Transfer",3,1,0,0,6,10,P
2024,CH,5,CH3510,"Mom Transfer & MO Lab",0,0,0,3,2,5,P
2024,CH,5,CH3052,"Material Science for Chemical Engineers",3,0,0,0,6,9,P
2024,CH,5,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,CH,5,PE3,"Professional Elective 3",3,0,0,0,6,9,P
2024,CH,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,CH,6,CH3521*,"Heat and Mass Transfer Lab 2",1,0,0,3,2,6,P
2024,CH,6,HSE/ME,"Humanities Elective/Management Elective",3,0,0,0,6,9,H/M
2024,CH,6,FE2,"Free Elective 2",3,0,0,0,6,9,UA
2024,CH,6,FE3,"Free Elective 3",3,0,0,0,6,9,UA
2024,CH,6,FE4,"Free Elective 4",3,0,0,0,6,9,UA
2024,CH,6,FE5,"Free Elective 5",3,0,0,0,6,9,UA
2024,CH,7,CH3050,"Process Dynamics and Control",3,1,0,0,6,10,P
2024,CH,7,CH4010,"Process & Product Design",3,1,0,0,6,10,P
2024,CH,7,CH4030,"Process Control Lab",0,0,0,3,2,5,P
2024,CH,7,HSE/ME,"Humanities Elective/Management Elective",3,0,0,0,6,9,H/M
2024,CH,7,FE6,"Free Elective 6",3,0,0,0,6,9,P
2024,CH,8,CH4250,"Process Engineering",3,1,0,0,6,10,P
2024,CH,8,HS3050,"Professional Ethics",2,0,0,0,0,2,H
2024,CH,8,PE4,"Professional Elective 4",3,0,0,0,6,9,P
2024,CH,8,PE5,"Professional Elective 5",3,0,0,0,6,9,P
2024,CH,8,PE6,"Professional Elective 6",3,0,0,0,6,9,P
2024,CE,1,CE1010,"Introduction to Civil Engineering",2,1,1,0,4,8,P
2024,CE,1,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2024,CE,1,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2024,CE,1,CV1050,"Vector Calculus and Numerical Methods",3,1,2,0,6,12,S
2024,CE,1,CV1030,"Building Drawing and Visualization",1,0,0,3,2,6,E
2024,CE,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2024,CE,1,GN1101,"Life Skills 1",0,0,0,0,4,4,G
2024,CE,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,CE,1,ID1200,"Ecology and Environment",2,0,0,0,0,2,S
2024,CE,1,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CE,2,MA1101,"Functions of Several Variables",3,1,0,0,6,10,S
2024,CE,2,PH1010,"Physics I",3,1,0,0,6,10,S
2024,CE,2,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2024,CE,2,CV1020,"Solid and Fluid Mechanics",3,1,2,0,6,12,E
2024,CE,2,HSE,"1 Humanities Elective 1",3,0,0,0,6,9,H
2024,CE,2,WS1302,"Workshop-II",0,0,0,3,0,3,E
2024,CE,2,GN1102,"Life Skills 2",0,0,0,0,2,2,G
2024,CE,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,CE,2,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CE,3,CV2050,"Environmental Engineering",3,1,0,2,6,12,P
2024,CE,3,CV2070,"Hydraulics and Water Resources Engineering",3,1,0,2,6,12,P
2024,CE,3,CV2010,"Structural Mechanics and Analysis",3,1,0,2,6,12,P
2024,CE,3,CV2090,"Probability & Statistics for CE",3,1,0,2,6,12,S
2024,CE,3,MA2103,"Probability, Stochastic Processes & Statistics",3,0,0,0,6,9,S
2024,CE,3,CV2030,"Measurement and Sensing",3,1,0,2,6,12,E
2024,CE,4,CV2020,"Construction Engineering",3,1,0,2,6,12,P
2024,CE,4,CV2040,"Geotechnical Engineering",3,1,0,2,6,12,P
2024,CE,4,CV2060,"Transportation Engineering",3,1,0,2,6,12,P
2024,CE,4,CV2080,"Structural Engineering",3,1,0,2,6,12,P
2024,CE,4,MSXXXX,"Entrepreneurship",3,1,0,0,6,9,M
2024,CE,5,CV3010,"Scientific Computing in Civil Engineering",3,1,0,2,6,12,C
2024,CE,5,CEXXXX,"Design of CE Systems*",3,1,0,2,6,12,P
2024,CE,5,CEXXXX,"CE Laboratory & Practice",1,0,0,3,2,6,P
2024,CE,5,Science,"Elective (MA, PH, CY, BT)",3,0,0,0,6,9,S
2024,CE,5,PE1,"Professional Elective I",3,0,0,0,6,9,P
2024,CE,5,FE1,"Free Elective I",3,0,0,0,6,9,E
2024,CE,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,CE,6,HSE,"2 Humanities Elective 2",3,0,0,0,6,9,H
2024,CE,6,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,CE,6,PE3,"Professional Elective 3",3,0,0,0,6,9,P
2024,CE,6,FE2,"Free Elective 2",3,0,0,0,6,9,E
2024,CE,6,FE3,"Free Elective 3",3,0,0,0,6,9,E
2024,CE,7,HSE,"3 Humanities Elective",3,0,0,0,6,9,H
2024,CE,7,PE4,"Professional Elective 4",3,0,0,0,6,9,P
2024,CE,7,PE5,"Professional Elective 5",3,0,0,0,6,9,P
2024,CE,7,FE4,"Free Elective 4",3,0,0,0,6,9,E
2024,CE,7,FE5,"Free Elective 5",3,0,0,0,6,9,E
2024,CE,8,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2024,CE,8,PE6,"Professional Elective 6",3,0,0,0,6,9,P
2024,CE,8,PE7,"Professional Elective 7",3,0,0,0,6,12,P
2024,CE,8,FE6,"Free Elective 6",3,0,0,0,6,9,E
2024,CS,1,MA1101,"Functions of Several Variables",3,1,0,0,6,10,S
2024,CS,1,PH1010,"Physics I",3,1,0,0,6,10,S
2024,CS,1,CY1001,"Chemistry 1",3,1,0,0,6,10,SE
2024,CS,1,CS1111,"Problem Solving using Computers",3,0,0,3,6,12,C
2024,CS,1,GN1101,"Life Skills I",0,0,0,4,0,4,G
2024,CS,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,CS,1,ID1200,"Ecology and Environment",2,0,0,0,0,0,E
2024,CS,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2024,CS,1,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CS,2,MA2101,"Linear Algebra via Matrices",3,0,0,0,6,9,S
2024,CS,2,CS1200,"Discrete Mathematics for Computer Science",3,1,0,0,6,10,E
2024,CS,2,ME1480,"Engineering Drawing",1,0,0,3,3,7,E
2024,CS,2,EE1100,"Basic Electrical Engineering",3,1,0,0,6,10,E
2024,CS,2,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2024,CS,2,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2024,CS,2,GN1102,"Life Skills 2",0,0,0,2,0,2,G
2024,CS,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,CS,2,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,CS,2,WS1302,"Workshop-2",0,0,0,3,0,3,E
2024,CS,3,CS2300,"Foundations of Computer Systems Design",3,0,0,0,6,9,P
2024,CS,3,CS2310,"Foundations of Computer Systems Design Lab",0,0,0,3,1,4,P
2024,CS,3,CS2700,"Programming and Data Structures",3,1,0,0,6,10,P
2024,CS,3,CS2710,"Programming and Data Structures Lab",0,0,0,3,3,6,P
2024,CS,3,CSXXXX,"Introduction to Graph Theory",3,1,5,9,0,0,P
2024,CS,3,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2024,CS,3,MSXXXX,"Entrepreneurship",3,0,0,0,6,9,M
2024,CS,4,CS2200,"Languages, Machines, and Computations",3,1,0,0,6,10,P
2024,CS,4,CS2600,"Computer Organization and Architecture",3,1,0,0,6,10,P
2024,CS,4,CS2610,"Computer Organization and Architecture Lab",0,0,0,3,3,6,P
2024,CS,4,CS2800,"Design and Analysis of Algorithms",3,1,0,0,6,10,P
2024,CS,4,CS2810,"Object-Oriented Algorithms Implementation and Analysis Lab",1,0,0,2,3,6,P
2024,CS,4,MA2103,"Probability, Stochastic Process and Statistics",3,0,0,0,6,9,S
2024,CS,4,MA/PH/BT,"Science Elective 1",3,0,0,0,6,9,S
2024,CS,5,CS3100,"Paradigms of Programming",3,0,0,0,6,9,P
2024,CS,5,CS3300,"Compiler Design",3,0,0,6,6,15,P
2024,CS,5,CS3500,"Operating Systems",3,0,0,6,6,15,P
2024,CS,5,PE1,"Professional Elective 1",4,0,0,0,8,12,P
2024,CS,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,CS,6,PE2,"Professional Elective 2",4,0,0,0,8,12,P
2024,CS,6,PE3,"Professional Elective 3",4,0,0,0,8,12,P
2024,CS,6,FE1,"Free Elective 1",3,0,0,0,6,9,UA
2024,CS,6,FE2,"Free Elective 2",3,0,0,0,6,9,E
2024,CS,6,FE3,"Free Elective 3",3,0,0,0,6,9,E
2024,CS,7,HSE2,"Humanities Elective 2",3,0,0,0,6,9,H
2024,CS,7,ID1200,"Ecology and Environment",2,0,0,0,2,2,S
2024,CS,7,PE4,"Professional Elective 4",4,0,0,0,8,12,P
2024,CS,7,FE4,"Free Elective 4",3,0,0,0,6,9,E
2024,CS,7,FE5,"Free Elective 5",3,0,0,0,6,9,E
2024,CS,8,HS3050,"Professional Ethics",2,0,0,0,0,0,H
2024,CS,8,HSE3,"Humanities Elective 3",3,0,0,0,6,9,H
2024,CS,8,PE5,"Professional Elective 5",4,0,0,0,8,12,P
2024,CS,8,FE6,"Free Elective 6",3,0,0,0,6,9,E
2024,CS,8,FE7,"Free Elective 7",3,0,0,0,6,9,E
2024,AIDA,1,DA1001,"Applied Linear Algebra",3,1,0,0,6,10,S
2024,AIDA,1,DA1000,"Calculus for Engineers",3,0,0,0,6,9,S
2024,AIDA,1,DA1300,"Programming and Data Structures",3,0,0,0,6,9,C
2024,AIDA,1,DA1301,"Programming Lab",0,0,0,3,3,6,C
2024,AIDA,1,GN1101,"Life Skills I",0,0,0,0,4,4,G
2024,AIDA,1,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,AIDA,1,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2024,AIDA,1,DA1200,"Basics of Engineering Principles",3,0,0,0,6,9,E
2024,AIDA,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,AIDA,2,DA1100,"Introduction to Computational Chemistry",2,1,0,0,6,9,S
2024,AIDA,2,DA1004,"Probability & Statistics for Engineers",3,1,0,0,6,10,S
2024,AIDA,2,DA1002,"Optimization for Engineers",3,0,0,0,6,9,E
2024,AIDA,2,DA1302,"Computational Methods for Data Science",3,1,0,0,6,10,P
2024,AIDA,2,DA1003,"Optimization Lab",0,0,0,3,3,6,E
2024,AIDA,2,GN1102,"Life Skills 2",0,0,0,2,0,2,G
2024,AIDA,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,AIDA,2,NCC,"(NC1010)/NSO (NS1020)/NSO (NS1030)",0,0,0,0,2,2,G
2024,AIDA,3,DA2400,"Machine Learning I",3,0,0,0,6,9,P
2024,AIDA,3,DA2101,"Introduction to Computational Physics",2,1,0,0,6,9,S
2024,AIDA,3,DA2102,"Introduction to Computational Biology",2,1,0,0,6,9,S
2024,AIDA,3,DA2402,"Data Curation and Visualization",3,0,0,0,6,9,P
2024,AIDA,3,DA2401,"Machine Learning Lab",0,0,0,3,3,6,P
2024,AIDA,3,MSXXXX,"Entrepreneurship",3,0,0,0,6,9,M
2024,AIDA,4,DA6390,"Algorithms for Data Science",3,0,0,0,6,9,P
2024,AIDA,4,DAXXXX,"Introduction to Computer Systems",2,1,0,0,6,9,P
2024,AIDA,4,DAXXXX,"Artificial Intelligence",3,0,0,0,6,9,P
2024,AIDA,4,DAXXXX/PHXXXX,"Physics Elective",3,0,0,0,6,9,S
2024,AIDA,4,FE1,"Free Elective 1",3,0,0,0,6,9,E
2024,AIDA,4,DAXXXX,"AI Lab",0,0,0,3,3,6,P
2024,AIDA,5,DAXXXX,"Databases",3,0,0,0,6,9,P
2024,AIDA,5,DAXXXX,"Machine Learning II",3,1,0,0,5,9,P
2024,AIDA,5,DAXXXX,"Core Basket-I",3,0,0,0,6,9,P
2024,AIDA,5,DAXXXX,"Deep Learning",3,1,0,0,5,9,P
2024,AIDA,5,PE1,"Professional Elective 1",3,0,0,0,6,9,P
2024,AIDA,5,DAXXXX,"MLOps Lab",0,0,0,3,3,6,P
2024,AIDA,5,DAXXXX,"DL Lab",0,0,0,3,3,6,P
2024,AIDA,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,AIDA,6,FE1,"Free Elective 1",3,0,0,0,6,9,E
2024,AIDA,6,FE2,"Free Elective 2",3,0,0,0,6,9,E
2024,AIDA,6,FE3,"Free Elective 3",3,0,0,0,6,9,E
2024,AIDA,6,FE4,"Free Elective 4",3,0,0,0,6,9,E
2024,AIDA,6,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2024,AIDA,7,HSE2,"Humanities Elective 2",3,0,0,0,6,9,H
2024,AIDA,7,DAXXXX,"Responsible AI",3,0,0,0,6,9,P
2024,AIDA,7,DAXXXX,"Core Basket II",3,0,0,0,6,9,P
2024,AIDA,7,DAXXXX,"Online & Reinforcement Learning",3,1,0,0,5,9,P
2024,AIDA,7,DAXXXX,"Project I",0,0,0,9,0,9,P
2024,AIDA,7,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,AIDA,8,HS3050,"Professional Ethics",2,0,0,0,2,2,G
2024,AIDA,8,HSE3,"Humanities Elective 3",3,0,0,0,6,9,H
2024,AIDA,8,DAXXXX,"Project II / Elective",0,0,0,18,0,18,P
2024,AIDA,8,FE5,"Free Elective 5",3,0,0,0,6,9,E
2024,EE,1,MA1101,"Calculus",3,1,0,0,6,10,S
2024,EE,1,PH1010,"Physics I",3,1,0,0,6,10,S
2024,EE,1,EE1102/EE1103,"Introduction to Programming/ Numerical Methods",3,0,0,3,6,12,C
2024,EE,1,ME1100,"Thermodynamics",3,1,0,0,6,10,E
2024,EE,1,PH1030,"Physics Lab I",0,0,0,3,1,4,S
2024,EE,1,WS1301,"Workshop I",0,0,0,3,0,3,E
2024,EE,1,GN1101,"Life Skills I",0,0,0,0,4,4,G
2024,EE,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,EE,1,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,EE,2,MA2101,"Linear Algebra via Matrices",3,0,0,0,6,9,S
2024,EE,2,PH1020,"Physics II",3,1,0,0,6,10,S
2024,EE,2,EE2002,"Digital Systems",3,1,0,0,6,10,P
2024,EE,2,EE2702,"Digital Systems Lab",0,0,0,3,2,5,P
2024,EE,2,EE1101,"Signals and Systems",3,1,0,0,6,10,E
2024,EE,2,WS1302,"Workshop II",0,0,0,3,0,3,E
2024,EE,2,GN1102,"Life Skills II",0,0,0,0,2,2,G
2024,EE,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,EE,2,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,EE,3,EE2015,"Electric Circuits & Networks",3,1,0,0,6,10,P
2024,EE,3,EE2016,"Microprocessor Theory + Lab",2,0,0,3,6,11,P
2024,EE,3,EE2025,"Engineering Electromagnetics",3,1,0,0,6,10,P
2024,EE,3,EE2703,"Applied Programming Lab",0,0,0,3,2,5,P
2024,EE,3,EE2021,"Materials Science for Electrical Engineers",3,1,0,0,6,10,S
2024,EE,3,MA/EE3110,"Maths elective/Probability Foundations for Electrical Engineers",3,0,0,0,6,9,S
2024,EE,3,ID1200,"Ecology and Environment",0,0,0,0,2,2,G
2024,EE,4,EE2007,"Analog Systems",3,1,0,0,6,10,P
2024,EE,4,EE2707,"Analog Systems Lab",0,0,0,3,2,5,P
2024,EE,4,EE2004,"Digital Signal Processing",3,1,0,0,6,10,P
2024,EE,4,EE2006,"Electrical Machines",3,1,0,0,6,10,P
2024,EE,4,EE2706,"Electrical Machines Lab",0,0,0,3,2,5,P
2024,EE,4,EE3001,"Solid State Devices",3,1,0,0,6,10,P
2024,EE,4,MXXXX,"Entrepreneurship",3,0,0,0,6,9,M
2024,EE,5,EE3004,"Control Engg",3,1,0,0,6,10,P
2024,EE,5,EE3006,"Principles of Measurement & Lab",2,0,0,3,3,8,P
2024,EE,5,EE,"Stream Elective-1",3,1,0,0,6,10,P
2024,EE,5,EE,"Stream Elective-2",3,1,0,0,6,10,P
2024,EE,5,CY,"Chemistry Core",3,1,0,0,6,10,S
2024,EE,5,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2024,EE,5,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2024,EE,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,EE,6,EE,"Stream Elective-3",3,1,0,0,6,10,P
2024,EE,6,EE,"Stream Elective-4",3,1,0,0,6,10,P
2024,EE,6,PE1,"Professional Elective 1",3,0,0,0,6,9,P
2024,EE,6,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,EE,6,HSE2,"Humanities Elective 2*",3,0,0,0,6,9,H
